,sentence,label
634,I'm sure you're the same and you've done all your homework already.,0
635," Well, not exactly.",0
636, Really? Oh. That's a pity.,0
637,Young men who don't do their studies often miss out on more amusing activities.,0
638, And who is this young lady?,0
639, This is Lydia.,0
640,"Hello, Lydia.",0
641,"This isn't fair, Mom.",0
642,Why do we need a housekeeper anyway?,0
643, This is all I need.,0
644, Why can't Dad do it?,0
645,"Dear, I don't think it's appropriate to argue with your mother in front of a stranger.",0
646,I just don't see why we can't spend the extra time with Dad.,0
647,"Maybe she's right, dear. Maybe their father would be a more appropriate person.",0
648,"No, I don't think so.",0
649,"It's not my fault, honey. If he would get ajob and a decent apartment.",0
650," You see, he's the kind.",0
651," Excuse me, dear.",0
652,I'm sure you'd want the children to step out of the room.,0
653,.before you verbally bash their father. Hm?,0
654,"If I did that, I might never see them again.",0
655, I'm sorry. You're right.,0
656, No harm done.,0
657, You're absolutely right.,0
658, I'm not a therapist. I just see what I see.,0
659,Why don't you guys go on upstairs?,0
660,I'll be up in a minute.,0
661, It's lovely to meet you.,0
662," Yeah, nice to meet you.",0
663,"You too, Lydie.",0
664," Oh, they're a spirited bunch.",0
665, Yes.,0
666, Especially Lydie. She's got daggers for you.,0
667, I know.,0
668, They're very upset with me right now.,0
669, Probably the divorce.,0
670,How did you know?,0
671,"You can sense it, dear - the way she talks about her father.",0
672,"I don't think he's in the Navy, the way she's saying she misses him. It's like he's nearby.",0
673, Yes.,0
674," Oh, that's so sad.",0
675, Would you care to have a cup of tea?,0
676, I'd love that.,0
677, It's right in here.,0
678, What a lovely home you have.,0
679, Did you decorate this yourself?,0
680," Yes, I did.",0
681,"Oh, it reeks of taste! Isn't this lovely, dear!",0
682, Here's my ré'sumé'.,0
683, Oh. Thank you.,0
684, Let me start this tea.,0
685," Oh, no, dear. Let me get that for you.",0
686,You've had a hard day. You just sit yourself down on that stool and leave the tea to me.,0
687,Thank you. That's very nice of you.,0
688,"Oh, not at all, dear.",0
689, Oh. What a wonderful ré'sumé'.,0
690," Thank you, dear.",0
691,"""Expert in first aid and CPR."" And Heimlich manoeuvre, dear.",1
692,You can never be too prepared when little ones are around.,0
693,They'll swallow anything.,1
694,You've got to be ready to pop it out.,0
695,"Oh, let's see.",0
696,Oh! What a perfectly appointed little cubby!,0
697,Look at this. Everything has its place and name tag.,0
698,How precise! It's lovely.,0
699,My husband never appreciated it.,0
700,Oh. Poor dolt.,0
701,"That's not the reason you divorced him, was it?",0
702,No.,0
703,"It's so sad, because marriage can be such a blessing.",0
704, So can divorce.,0
705, Oh.,0
706,Daniel is a. very difficult man to live with.,0
707,But the children are crazy about him.,0
708,You don't have to be a psychic to sense that.,0
709,"My, you certainly do know your way around a kitchen!",0
710,Oh! Uh.,0
711,It's just because everything is so accessible.,0
712,You designed it.,0
713,"I'm amazed there isn't a little label there that says ""spoons"".",0
714,You remind me of someone.,0
715,Really? Who?,0
716,I feel like I've known you for years.,0
717,Maybe we knew each other in another life.,0
718,I would love for you to come and work with us.,0
719, So would l.,0
720, Great!,0
721,It would be an honour.,0
722,To us.,0
723,To us. The start of a business relationship.,0
724,"Good evening, dear.",0
725,"Evening, ma'am.",0
726,"Cold night, isn't it?",0
727,"Yes, it is.",0
728,Hope you have somethin' nice and warm to go home to.,0
729,My back.,0
730,"Jesus! If I find the misogynistic bastard that invented heels, I'll kill him.",1
731,God.!,0
732,Excuse me.,0
733,Mrs Sellner!,0
734,Have we met?,0
735,No. But Danny's told me all about you.,0
736,I'm his sister.,0
737,His. much older sister.,0
738, You have his eyes.,0
739, Only if he fills out a donor card.,0
740, Is Mr Hillard in? I have an appointment.,0
741," Do you? Oh, that's wonderful.",0
742,Let me go up and get him and he'll be right down.,0
743, I'll come with you.,0
744, No.,0
745, Yes.,0
746, Why?,0
747,Because I have an appointment on Monday and Friday evenings to check the apartment.,0
748,I remember him saying something about that.,0
749,"Are you sure, dear?",0
750,"It's three floors, hoofin' it all the way.",1
751," If you can do it, I can.",0
752, I'll bet so!,0
753, Is your ticker all right?,0
754, Topnotch.,1
755,"Oh, good! Cos I don't want to jump-start ya.  Damn door.",0
756,"Come in, please, dear. Sorry about that.",0
757,Here we are. Daniel's abode.,0
758,"Oh, that's mine, dear.",0
759,I'm a messy house guest.,0
760,"Well, just make yourself at home.",0
761,I'll be right back.,0
762,He'll be back. I'll go get him.,0
763,Don't be afraid. I'll be right there. Danny!,0
764,"Danny boy, where are you?",0
765,"Oh, here he is, dear. I found him.",0
766,"Danny, there's a Mrs Sellner here to see you!",0
767," Oh, is she here?",0
768," Yes, she is.",0
769," Mrs Sellner, I just got out of the shower!",0
770,I think you'll be very pleased with me!,0
771,I've been through some really interesting changes!,0
772,And I'm becoming a new man and a model father!,0
773,"He'll be right there. He's just changing, dear.",0
774, I want to keep you abreast of the changes in my career!,0
775,There have been two big developments!,0
776,I'm finally starting to come into my own!,0
777,"Things are really starting to take shape, and I'm blossoming! Really, I am!",0
778,"Things were hairy for a while,.",0
779,.but oh! I'm in great shape now!,0
780,"I'm my own man now! Oh, yes!",1
781,A job I could really sink my teeth into!,0
782,"I'll be right there, Mrs Sellner!",0
783,"So nice I don't have to save face any more, Mrs Sellner!",0
784,   Mrs Sellner! How are you? Always ajoy!,0
785,"If you wanted some cheese, why didn't you just say so?",0
786,"Well, you'll be happy to know that I now am holding down two jobs.",0
787,One for an educational film and TV company heavy responsibility.,0
788, And the other?,0
789, Cleaning houses. Not mine.,0
790, Big girl!,0
791, Your sister is English?,0
792,"She's half-English, half-American.",1
793,"Half-sister, really. That makes her an eighth English? I've never done the math.",0
794,"Let me see, my father was American.",0
795,He. flew for the English during the war.,0
796,He was in London and.,0
797,he met this lovely Englishwoman.,0
798,"Well, my sister was the fruit of their passions.",0
799,"   Sorry. My sister's, not yours.",0
800,"You see, she's not a very good housekeeper.",0
801,But she makes a fabulous cup of English tea.,0
802,"Really? Well, I would adore a good cup of English tea.",0
803,Oh! Wouldn't we all! I'll go get her.,0
804,"Sis! Oh, sis!",0
805,"Sis, are you in here?",0
806,Tea? Cup of TNT.,0
807,Sick. Mom!,0
808,Whoa!,0
809,My face!,0
810,I've gotta go down and get it.,0
811,Argh! Norman Bates!,0
812,Miss Hillard?,0
813," Yes, dear?",0
814, I take sugar in my tea.,0
815,"Oh, your tea!",0
816,I'll be right there with your tea!,0
817,"Coming right up, dear!",0
818,"Sugar - one lump or two, dear?",0
819," Two, please!",0
820," Tea, sugar, hot water.",0
821,You got it - argh!,0
822,"Coming right your way, dear!",0
823,I'll be right there with your tea!,0
824,No! Stop!,0
825,Stop!,0
826,No!,0
827,Oh. shit!,0
828,Ow! Ohhh!,0
829, Can I give you a hand?,0
830," Oh, no, dear! I don't need a hand.",0
831,I need a face. A face.,0
832, Are you sure?,0
833," Oh, definitely!",0
834,I'm not a Muslim.,1
835,"I need a face. A face. Oh, God.",0
836,Miss Hillard? The water's boiling.,0
837, Hello!,0
838, Argh!,0
839,"Oh, I'm sorry to frighten you, dear.",0
840,I must look like a yeti in this get-up.,0
841,This is my nightly meringue mask.,0
842,Part of my beauty regimen.,0
843,"It's basically egg whites, crème fraîche, powdered sugar, vanilla and a touch of alum.",1
844,"There you go, dear. Oh! You've got your cream and sugar. It's a little cappu-tea-no.",0
845,One drop or two? Would you like another?,0
846,"Oh! There you go!  As you can see, I can't stay with you, dear.",0
847,I'm melting like a snow cone in Phoenix.,0
848,There we go again! I'll go get Danny.,0
849,He'll be right with you. Hold on.,0
850, Danny!,0
851,"  Coming, sis!",0
852, It was lovely to have met you!,0
853, Lovely to meetyou.,0
854, Had a little accident.,0
855, Be careful this time. She's an old woman.,0
856,Why wasn't I an only child?,0
857,"( ""Papa's Got a Brand New Bag"" by James Brown) He ain't too hip 'Bout that new breed thing Ain't no drag Papa's got a brand new bag Come here, Mama And dig this crazy scene He's not too fancy But his mind is pretty clean  Sorry.",0
858, That's quite all right.,0
859,He ain't no drag Papa's got a brand new bag Hey! Come on Ready? OK.,0
860, Did you have fun in school?,0
861, Uh-huh.,0
862, What did you do?,0
863, I painted a picture of a bunny.,0
864, .and the teacher liked it.,0
865, She did?,0
866,Uh-huh.,0
867,"Here it is, Mel. $1,000 worth of hair.",0
868,What am I supposed to do with it?,0
869," Alan, I was wondering if.",0
870, You want one of them?,0
871, I'd rather make a coat for my wife.,0
872,"  All right, everyone.",0
873,It's time to expand your minds.,0
874, It's homework time. OK?,0
875," Yeah, but. after Dick Van Dyke.",0
876,No. Now.,0
877,No.,0
878,We always watch Dick Van Dyke.,0
879,"Really? Well, not any more.",0
880,The only thing you'll be watching is Deep Sea-N-N.,0
881,"Now,.",0
882,.I know you're used to loosey-goosey.,0
883,But I run a much tighter ship.,0
884,"Between the hours of 3pm and 7pm, I'm in charge.",0
885,"And when I'm in charge, you will follow a schedule.",0
886,Those who do not follow the schedule will be punished.,0
887,  Punished?,0
888, She's lying.,0
889,She'd never punish us.,0
890,Don't. fuss with me.,0
891,This is exploitation. It's not fair.,0
892," Shut up, Lydie.",0
893, Yeah. You got us into this.,0
894,"Ooh, my little ankle-biters.",1
895,Do I sense dissension in the ranks?,0
896,"Are we ready for homework, or shall we continue manual labour?",0
897, No. Anything but this.,0
898," Then upstairs, my little nose-miners.",0
899,Go. Flee before me!,0
900,Onward and upward!,0
901,Go pump some neurons.,0
902,Expand your craniums.,0
903, I miss Dad.,0
904," Me, too.",0
905,Me most.,0
906,"I'm here, guys.",0
907,In some form.,0
908,Let's see.,0
909,OK. Pinch of basil.,0
910,Oh! Damn!,0
911,Aaagghh!,0
912,Mayday!,0
913,"Oh, God! It's gonna blow!",0
914,"Easy, easy.",0
915,Damn. Calm down.,0
916,Oh. Oh. Come on.,0
917,"Hey, hey, hey. How is it?",0
918,"Oh, my God. It's clotted. Oh, God.",0
919,This hollandaise smells like burnt rubber.,0
920,"God, it's hot in here.",0
921,Aarghh! Aarghh! Aarghh!,0
922,Ohh!,0
923,Agh! Look at this!,0
924,My first day as a woman and I'm getting hot flashes.,0
925," Hey, here's your food.",0
926, How much is it?,0
927, 135.27.,0
928, 135 dollars? That's certainly.,0
929, And 27 cents.,0
930, 27 cents.,0
931,Four dinners. 20 bucks extra for rushing us.,0
932,"Rushing? Well, you could have been a little bit faster, dear.",0
933, There's. 140. Do you have change?,0
934, No.,0
935,I thought you wouldn't.,0
936,Thank you very much.,0
937,Hello!,0
938,Hello! Anybody home?,0
939, Where were you guys?,0
940," Upstairs, doing our homework.",0
941,Mrs Doubtfire said we had to.,0
942," Oh, she did, huh?",0
943, Mm-hm.,0
944,Doing your homework. How great!,0
945, Hi.,0
946," Hi, honey.",0
947,Look at this place! It looks wonderful!,0
948,All spick-and-span.,0
949,Wow!,0
950,"Dinner is served, madam.",0
951,How lovely!,0
952,Mrs Doubtfire?,0
953,"Lydia, dear. Get back inside right now before you freeze.",0
954,Look. I just want to apologise for being such a pain today.,0
955," Oh, dear, it's all right.",0
956," No, I'm really sorry.",0
957,It's just. I'm still kind of messed-up.,0
958,about everything.,0
959,"We all are, sweetie.",0
960,What?,0
961,I just mean I understand the pain you're all going through.,0
962,Yeah.,0
963,Well. I also wanted to thank you.,0
964, For what?,0
965, For making my mom so happy.,0
966,Oh.,0
967,She hasn't been in this good a mood since.,0
968,I can't even remember.,0
969,It's been a long time.,0
970, It has?,0
971, Yeah.,0
972,"Well, I gotta go back in, but.",0
973," Go, go, go.",0
974, OK. Thank you.,0
975,You're welcome.,0
976, Bye.,0
977, Bye.,0
978,Thank you.,0
979,"Oh, no.",0
980,"Well, milady! It's a pleasure to see you again!",0
981,"A joy, as always.",0
982,I like that Mediterranean look in women.,0
983,Natural. Healthy.,0
984,Just the way God made ya.,0
985,"He broke the mould when he made me, dear.",0
986,He made me very special.,0
987,He sure did.,0
988,Bless you.,0
989,"Yeah, yeah Dude looks like a lady Yeah, yeah Dude looks like a lady Yeah, yeah Dude looks like a lady Never judge a book by its cover Or who you gonna love by your lover Say, love put me wise to her love in disguise She had the body of a Venus Lord, imagine my surprise Yeah, yeah Dude looks like a lady Yeah, yeah Dude looks like a lady Yeah, yeah Dude looks like a lady Yeah, yeah Dude looks like a lady Cruised into a bar on the shore Her picture graced the grime on the door She's a long-lost love at first bite Baby, maybe you're wrong but you know it's all right I am not a crook. I am not a crook.",1
990,"""She kissed Stuart and thanked him.""  ""'How was it down there?' asked Mr Little,.",0
991,".who was always curious to know about places he'd never been to."" ""'lt was all right,' said Stuart."" What a funky lady Oh, she like it, like it, like it, like it Ooh, he was a lady Yeow Yeah, yeah Dude looks like a lady Yeah, yeah Dude looks like a lady Yeah, yeah Dude looks like a lady.",1
992,"Back off, asshole!",0
993,Beat it!,0
994,"Broke my bag, the bastard.",0
995,Lover boy's here.,0
996,What a beautiful little car for Don Juan.,0
997,So sad when that happens!,0
998,"It was ourjunior year in college, and your mother got asked to design this big float.",0
999, I wasn't that young.,0
1000,That's my picture.,0
1001,"   .flying out everywhere, hit you in the face.",0
1002,  That's not true!,0
1003, It was like 'Jaws'.,0
1004, Isn't that the pretty picture!,0
1005, Oh. Mrs Doubtfire.,0
1006,"Miranda. What a pleasant surprise to see you home so early, dear.",0
1007, And who is your gentleman caller?,0
1008, This is Stu.,0
1009, He just wanted to come and meet the kids.,0
1010," Oh, did he?",0
1011,"Ah, this must be the famous Mrs Doubtfire.",0
1012,It's a pleasure to meet you.,0
1013,"Yes, well. Miranda's been raving about you.",0
1014, Odd. She's never mentioned you.,0
1015, No?,0
1016, No.,0
1017, Well. It's good to meet you.,0
1018," You, too.",0
1019, Yes.,0
1020,I have a home in London. I was born there.,0
1021,What part of England are you from?,0
1022," Here and there, dear. All over, really.",0
1023, Yes?,0
1024, Accent's a little kind of. muddled.,0
1025, Really? So is your tan.,0
1026,"Dear, can you help me with something?",0
1027,I found this outside.,0
1028,Er. yes. This is off my Mercedes.,0
1029,"Off your Mercedes, dear?",0
1030,"You own that big, expensive car out there?",0
1031,"Oh, dear. They say a man who has to buy a big car like that.",0
1032,.is compensating for smaller genitals.,1
1033,"But not in your case, cos I see that you're a strapping lad, aren't ya?",0
1034, It was lovely to meet you.,0
1035," You too, dear.",0
1036," Mrs Doubtfire, may I speak with you?",0
1037," Ooh, certainly, dear.",0
1038,Could you stay a few extra hours this evening?,0
1039,"Stu. That's more of a thick soup than a name, really.",0
1040,It's a name. It's short for Stuart.,0
1041, Is it?,0
1042, Yes. He's a client. And a friend.,0
1043, He was a friend. He is a friend.,0
1044, What is he?,0
1045, I don't know what's happening.,0
1046," What is it, dear?",0
1047, Isn't he fabulous?,0
1048," Oh. kind of, dear,.",0
1049,".if you like that handsome, rugged type.",0
1050,"But personally I prefer short, furry and funny.",0
1051,He just wants to go out and have a drink.,0
1052, I think that's pretty harmless. Don't you?,0
1053," Absolutely not, dear.",0
1054, They always have other intentions.,0
1055," This is business, mostly.",0
1056,I'll just sip club soda and we'll go over wallpaper samples.,0
1057,"Dear Miranda. Wake up and smell the coffee, dear.",0
1058,Can't you see the lust in that man's eyes?,0
1059,"It's too soon, dear. Really.",0
1060,You've got to give your divorce time.,0
1061,Let your sheets cool down before you bring someone else into the bed. All right?,0
1062,"Mrs Doubtfire, may I ask you a question?",0
1063,"Certainly, dear.",0
1064,How long after Mr Doubtfire passed away.,0
1065, Winston.,0
1066, Winston.,0
1067,.did you feel any. desire.,0
1068, Never.,0
1069, Never?,0
1070, Never again.,0
1071, Never again?,0
1072,"Once the father of your children is out of the picture,.",0
1073,.the only solution is total and lifelong celibacy.,0
1074, Celibacy?,0
1075, Yes.,0
1076,"And if you violate that, heaven forgive ya.",0
1077,Good luck.,0
1078,Thank you.,0
1079,"""Preponderance."" P-R-E.",0
1080,.P-O-N.,1
1081,.D-E-R. A-N-C-E.,1
1082,"Bravo. ""Discriminate."" D-I-S. C-R.",0
1083,.I-M-I-N-A-T-E.,0
1084,"Oh, that's very good.",0
1085,"Will you excuse me, dear? Call of nature.",0
1086,Check those. I'll be right back.,0
1087," Oh, God.",0
1088," Oh, God!",0
1089," Oh, my God!",0
1090, Chris! Wait!,0
1091,Lydia! We gotta call the cops!,0
1092, We gotta dial 911 now!,0
1093, Why?,0
1094,Mrs Doubtfire. He's a she!,0
1095,She's a she! He's a she-she!,1
1096, What?,0
1097, Uh. Uh.,0
1098," He's half man, half woman!",1
1099, What?,0
1100," All right, everyone. Calm down.",0
1101, Freeze! Or you're gonna get it!,0
1102, In the balls!,0
1103, Yeah!,0
1104, She's got 'em?,0
1105, She's got everything.,0
1106,All right. Listen to me.,0
1107,I'm not. who you think I am.,0
1108, No shit!,0
1109,"  Watch your mouth, young man!",0
1110,"Oh, my God.",0
1111, Dad?,0
1112, Yeah.,0
1113, Dad?,0
1114," Yeah, honey.",0
1115,"You don't really like wearin' that, do you, Dad?",0
1116,"Well, some of it's comfortable. No! No.",0
1117,It's a pain in the padded ass.,0
1118,This is not a way of life. It's just ajob.,1
1119,I don't go to old-lady bars or anything like that after work.,0
1120,It's the only way I could see you guys every day.,0
1121, Who did this?,0
1122, Uncle Frank and Aunt Jack.,0
1123,Oh.,0
1124,It's really you in there.,0
1125,Yeah.,0
1126,It's just a mask. And this is a body suit.,1
1127,I didn't have any operations or anything.,0
1128, It's good.,0
1129, Yeah.,0
1130, Hi.,0
1131, Hi.,0
1132," Sorry I scared you. Come here, Chris.",0
1133," No. No, it's OK.",0
1134,I get it. I just.,0
1135,don't wanna hug you or anything.,0
1136, Not just yet.,0
1137, That's cool. It's a guy thing.,0
1138,Yeah.,0
1139,"Well, now that you know, you can't tell Mom, OK?",0
1140,"Cos if she finds out, I'll only be able to see you through plate glass. OK?",0
1141,"And we can't tell Nattie, cos she'll blow my cover.",0
1142,"So you have to promise me, it's just us. All right?",0
1143, You promise?,0
1144, Yeah.,0
1145,It's OK.,0
1146,All right? It's our little secret.,0
1147,Most of the dinosaurs. were herbivorous.,1
1148,But this 'Tyrannosaurus rex'.,1
1149,.is a carnivore.,1
1150,The reptile-like. 'Saurischia'.,1
1151,.Saurischia.,1
1152,.and the bird-like.,1
1153,.Ornithischia.,1
1154,Now. we're going to go.,0
1155,.where no human being has ever been.,0
1156,"Oh, no.",0
1157,Which one's the dinosaur?,0
1158," The one in the middle, I think.",0
1159," Nah, you're wrong. They're all extinct.",0
1160,I can't believe they're still subjecting kids to this. This is insane.,0
1161,There should be a disclaimer: Do not operate heavy machinery while watching this show.,0
1162,It's incredible.,0
1163,This guy used to put me to sleep when I was a kid. It's amazing.,0
1164,He has the warmth of a snow pea. Makes Mr Rogers look like Mick Jagger. It's insane.,0
1165,What kind of idiot kept this guy on the air for 25 years?,0
1166,Me.,0
1167,You?,0
1168,Jonathan Lundy.,0
1169,"Jonathan Lundy, General Manager, owner?",0
1170,"Oh. I'm Daniel Hillard, former employee.",0
1171,Ah. Maybe.,0
1172,That's funny.,0
1173,I don't mean to criticise. I just.,0
1174, Sometimes I have.,0
1175, Criticise all you want. Show's terrible.,0
1176,I'm gonna cancel it. It's pullin' down the whole afternoon schedule. It's gone.,0
1177,You know what you gotta do?,0
1178,Start from scratch.,0
1179,Give it. maybe a musical number.,0
1180, A little 'Tyrannosaurus rex' comes out.,1
1181," Hillard, get your ass to the truck.",0
1182,That shipment's gotta make a six o'clock flight to LA.,0
1183,"Tone, this is Mr Lundy.",0
1184, He knows who I am.,0
1185, Yeah.,0
1186,"Did you ever wish that you could freeze-frame a single moment in your day,.",0
1187,".look at it and say ""This is not my life""?",0
1188,"Walk, walk He said: Walk like a man, talk like a man Walk like a man, my son No woman's worth crawling on the earth.",1
1189,"Miranda. What are you home early for, dear?",0
1190,"I had an appointment. Oh, thank you!",0
1191, With the court liaison. Mrs Sellner.,0
1192, Oh!,0
1193, I can't believe it.,0
1194," What, dear?",0
1195,She says Daniel has some woman living with him pretending to be his sister!,0
1196, Oh.!,0
1197, I told her he doesn't even have a sister.,0
1198,Mrs Sellner's probably mistaken.,0
1199,"She's a social worker, dear. Really!",0
1200,"And besides, how could he replace you?",0
1201,And so quickly. Really!,0
1202,She's supposed to be older and very unattractive.,0
1203,Really? Oh.,0
1204,Mrs Doubtfire.,0
1205, Yes?,0
1206, Did you and Mr Doubtfire ever.,0
1207, You must have had your share of problems.,0
1208," Oh, of course, dear. What marriage doesn't?",0
1209,"But I always say: the bad times fade away,.",0
1210,.and the good ones adhere themselves to your memory.,0
1211, Yes. Excuse me.,0
1212, That's all right.,0
1213,"Oh. As I hold this cold meat, I'm reminded of Winston. God rest his soul.",0
1214,When did he. pass on?,0
1215,"Eight years ago, dear. This November.",0
1216,What happened?,0
1217, He was quite fond of the drink.,0
1218, Ah.,0
1219, It was the drink that killed him.,0
1220, How awful.,0
1221, He was an alcoholic?,0
1222, No. He was hit by a Guinness truck.,0
1223,So it was quite literally the drink that killed him.,0
1224, How tragic!,0
1225, Yes.,0
1226,"Oh, but he was a good man, though, really.",0
1227,A sainted man.,0
1228,"And despite his mountains of faults, dear,.",0
1229,.I always say: a flawed husband is better than none at all.,0
1230, Who needs a husband when I've got you?,0
1231," Surely you don't mean that, dear?",0
1232, Well.,0
1233," Oh, that's so sweet!",0
1234,You can't imagine what it was like being married to Daniel.,0
1235,"Tell me, dear. What was so horrible about this man you lived with for 14 years?",0
1236,"Well, at first, nothing.",0
1237,He was. He was so. romantic.,0
1238, So passionate.,0
1239, Really?,0
1240,"He sounds like an absolute stud, dear.",0
1241,"I hope you don't mind me being a tad rude, but.",0
1242,.how was he. you know.,0
1243,on a scale of 1 to 10?,0
1244,"Oh, well. That part was always.",0
1245,.OK.,0
1246,Just OK? Oh.,0
1247,He was probably a Casanova compared to poor old Winston.,0
1248, What was the matter with Winston?,0
1249," Oh, dear.",0
1250,"Winston's idea of foreplay was ""Effie, brace yourself."" It was Daniel's spontaneity and energy I fell in love with.",0
1251,Really?,0
1252,"Everyone else I knew was so organised, so scheduled.",0
1253,"Like me, I guess.",0
1254,But Daniel was so wonderfully different.,0
1255,And funny. He could always make me laugh.,0
1256,I always say: the key to a solid marriage is laughter.,0
1257,"But after a few years, everything just stopped being funny.",0
1258, Why?,0
1259, I was working all the time and.,0
1260,.he was always between jobs.,0
1261,"I hardly ever got to see the kids, and.",0
1262,".if I got home early to be with them, something would go wrong.",0
1263,The house would be wrecked and I'd have to clean it up.,0
1264,"He never knew, but so many nights I just.",0
1265,cried myself to sleep.,0
1266,Really?,0
1267,"The truth is, I didn't like who I was when I was with him.",0
1268,I would turn into this horrible person.,0
1269,I didn't want my kids growing up with a mother like that.,0
1270,"When I'm not with Daniel, I'm better.",0
1271,And. I'm sure he's better when he's not with me.,0
1272,"Well, you never.",0
1273,"I mean. Did you ever say anything to him, dear?",0
1274,Daniel never liked to talk about anything serious.,0
1275,I used to think Daniel could do anything.,0
1276,except be serious.,0
1277,"But then, I was serious enough for everybody.",0
1278, Oh!,0
1279, This is great!,0
1280,Isn't this posh!,0
1281,I'll bet it's very exclusive. Probably need a credit reference just to get in the pool.,0
1282, Amazing!,0
1283," Oh, Nattie.",0
1284,Not a single body that exists in nature. Look at that.,0
1285, Lydie.,0
1286, There's Stu!,0
1287,Where? Oh. On the board.,0
1288,"Oh, isn't he a stunning piece of work?",0
1289,"Look, Nattie. That's called liposuction.",0
1290,Wow!,0
1291,"I hope he had protection, hitting the water at that speed.",0
1292, Let's go say hi.,0
1293," Let's do, please.",0
1294, Wow! That's amazing.,0
1295, Stunning.,0
1296, Hello! You look lovely!,0
1297, Hi.,0
1298,"Oh, guys, I'm so glad you could make it.",0
1299," By the looks of you, that water's so cold!",0
1300," Yes, well.",0
1301,Your tummy looks different from my daddy's.,0
1302,"Oh, Nattie! Not everyone has their own personal trainer.",0
1303, Got your swimsuits? Wanna go for a dip?,0
1304, That'd be great!,0
1305," Good! How about you, Mrs Doubtfire?",0
1306," Oh, you wicked, wicked man!",0
1307,Isn't there enough flesh here for you to feast your eyes on?,0
1308," Come, Mrs Doubtfire. Don't be bashful.",0
1309," No, dear. They've outlawed whaling.",0
1310, We'd be re-enacting the Titanic.,0
1311," Come on, Mrs Doubtfire.",0
1312,"Oh, no. Just go. Leave me here.",0
