,sentence,label
1313,I'll just sit in the sun and crisp.,0
1314,You can't get heatstroke twice in the same year.,0
1315,"OK. Well, let's go, kids. Swim time.",0
1316," Go, dear. I'll be fine.",0
1317," Your day's on me, Mrs Doubtfire.",0
1318," Anything you need, put it on my tab.",0
1319," Thank you, dear.",0
1320,"Touch me again and I'll drown you, you bastard.",0
1321,I'll just sit here and watch you move in on my family.,0
1322,"Hello, hello.",0
1323,"Oh, God. What am I doing here?",0
1324,This is beyond obsession.,0
1325,"Oh, God.",0
1326," Is everything all right, ma'am?",0
1327,  Fan-bloody-tastic.,0
1328, Can I have another?,0
1329, Sure.,0
1330,Great.,0
1331, Hi.,0
1332," Soda with a lime, please.",0
1333, It's on me.,0
1334," No, thanks.",0
1335,"Four iced teas, Todd.",1
1336,"So, whose rugrats?",0
1337,Miranda Hillard's.,0
1338, Miranda Hillard?,0
1339, Mm-hm. The woman I'm seeing.,0
1340,No kidding? You?,0
1341,The guy who's never having kids?,0
1342,Won't have anything to do with kids?,0
1343,You won't even date a woman with kids.,0
1344,"People change, Ron.",0
1345,I'm pushing 40. I don't want to spend the rest of my life by myself.,0
1346,She's got an awful lot of baggage. Three kids.,0
1347,"Three terrific kids, and I'm crazy about them.",0
1348,Especially little Natalie. Look at her.,0
1349,She's a sweetie pie.,0
1350,God knows they need a stable father figure in their life right now.,0
1351, What about their real father?,0
1352, What can I say? The guy's a loser. I'll see ya.,0
1353,"Loser? Oh, yeah?",0
1354,"Oh, sir!",0
1355,I saw it! Some angry member of the kitchen staff. Did you not tip them?,0
1356,"Oh, the terrorists! They ran that way.",0
1357,It was a run-by fruiting.,0
1358,"I'll get them, sir. Don't worry.",0
1359,Oh. Oh.,0
1360,Good waste ofjuice.,0
1361,Loser.,0
1362,What are you lookin' at?,0
1363,"Hi, boys and girls.",0
1364,Today we'll be talking about dinosaurs.,0
1365,It's. A Dinosaurus Line!,0
1366,And please welcome. the king!,0
1367,It's a dinner show. Hi! Where you from?,0
1368,I'm gonna make you lunch.,0
1369,  Thank you very much.,0
1370, Thank you! All right!,0
1371,"Ladies and gentlemen, put your claws together!",0
1372,Please welcome. James Browntosaurus!,0
1373,"I eat wood, di-na di-na di-na din It tastes good, di-na di-na di-na din No meat, big feet I eat wood - pum pum pum pum! Ow!",1
1374,"Oh, I got to help myself!",0
1375,Can't go on! I'm goin' extinct!,0
1376,"Oh, thank you, James. But right now - yo!",0
1377,It's time for the Raptor Rap!,0
1378,"I'm a raptor, doin' what I can Gonna eat everything till the appearance of man Yo, yo, see me, I'm livin' below the soil I'll be back but I'm comin' as oil Very impressive, Mr Hillard!",1
1379, I didn't know anybody was watching.,0
1380, I was watching. That's funny stuff.,0
1381," Well, thanks.",0
1382, I think kids'd like it.,0
1383, They'd be entertained and get information.,0
1384, That's kinda my theory.,0
1385,"You don't have to play down to 'em, just play to 'em.",0
1386," Listen, I'd like to hear more of your ideas.",0
1387, My ideas?,0
1388, How about a dinner meeting?,0
1389, Wow. OK.,0
1390,Next Friday. Bridges Restaurant.,0
1391,Seven o'clock sharp.,0
1392,I'll be there.,0
1393,Take five.,0
1394,Take five million. You're dead.,0
1395," We've just had our first home-cooked meal. I'm domestic now, huh?",0
1396,"  This is terrific, Dad.",0
1397, You want more spaghetti?,0
1398," No, I'm stuffed.",0
1399, Garlic bread? I made it myself.,0
1400,"Well, I didn't make it myself.",0
1401,I cooked it. I sliced it.,0
1402,"It's OK, Dad. Thanks.",0
1403,The place looks great. The food's terrific.,0
1404,I'm really proud of you.,0
1405,"Yeah. Me, too.",0
1406,"Me, too.",0
1407,I'll be right back.,0
1408, Thank you for knocking.,0
1409, Yeah.,0
1410,Whoa! Look at this!,0
1411,I see you got someone to clean for you.,0
1412, No.,0
1413, You.?,0
1414," Hi, guys.",0
1415," Hi, Mom.",0
1416, Are they ready?,0
1417, No. They haven't had dessert yet.,0
1418, You cooked?,0
1419," Yes. I cook, I bake, I sew.",0
1420,Thanks to this Amish home study course I'm doing.,0
1421, I'm very impressed.,0
1422, Really?,0
1423,Give me a second chance. OK?,0
1424,Let me take the kids after school.,0
1425, I can't get rid of Mrs Doubtfire. She's terrific.,0
1426, Why not?,0
1427,She's the best thing that ever happened to us.,0
1428,The kids are all doing better in school.,0
1429,Chris is passing every single subject.,0
1430,I find myself getting home early just to be with them. We're all doing so great.,0
1431,Whooh! Sounds like an amazing woman.,0
1432,Too good to be true.,0
1433,She is.,0
1434, I kinda like the black one.,0
1435," Me, too.",0
1436,I don't know. Actually. Mrs Doubtfire!,0
1437, Yes?,0
1438, We need another woman's opinion.,0
1439,Oh! Then I'm your woman.,0
1440, Which one?,0
1441, What's the occasion?,0
1442, It's my birthday.,0
1443, Oh!,0
1444, Stu's taking me out to dinner.,0
1445, Oh.,0
1446, Neither.,0
1447, Neither?,0
1448,"They're both too brazen, dear.",0
1449,"They cry ""harlot"".",0
1450,Red is the traditional colour for streetwalkers.,0
1451,And the black one is far too short.,1
1452,I hope you waxed.,0
1453,"They both say to me ""I'm easy."" You want to be Kilimanjaro on your first date - inaccessible.",1
1454,Why buy the cow when you can get the milk for free?,0
1455,"No, let's find something more your own age.",0
1456,Something a little less tawdry.,0
1457,Let's see.,0
1458,How about this lovely frock?,0
1459,"Tasteful, elegant.",0
1460,Don't you think?,0
1461,And old. I wore that to my aunt's funeral in 1976.,0
1462,"A classic never dies, dear.",0
1463,I think it's time to revive it.,0
1464,I think we should ask the kids.,0
1465,What do you think?,0
1466," I'd go with the short, black one.",1
1467, Yeah. It's the most fun.,0
1468,There. You see? I agree.,0
1469,"Fine. You ask my opinion, then don't take it.",0
1470, I will not be held responsible for your virtue.,0
1471, You'll be there to protect me.,0
1472, Stu has invited you and the kids to join us.,0
1473," Oh, how lovely! One big, happy family.",0
1474,I wouldn't miss that for the world!,0
1475,Should be smashing good fun!,0
1476, I'm so glad.,0
1477, When is this enchanted evening?,0
1478,"Friday night, seven o'clock.",0
1479, This Friday at seven?,0
1480, Yes. At my favourite restaurant. Bridges.,0
1481, Bridges?,0
1482, Yes.,0
1483, Friday at seven.,0
1484, Bridges.,0
1485,Sorry.,0
1486, Bridges?,0
1487, Yes! Bridges.,0
1488, The restaurant Bridges?,0
1489, Friday at seven.,0
1490," I can't. Please, don't. It's bingo night, dear.",0
1491, Cancel it.,0
1492,"I can't, dear. It's my turn to pull the balls at the rectory.",0
1493, Please join us.,0
1494," Don't ask me that, dear.",0
1495,I can't have my birthday without you.,0
1496,It's so important to us that you be there.,0
1497,You're part of the family now.,0
1498,I can't have a birthday without you. It would mean so much to me and the children.,0
1499,"Please promise you'll come with us, Mrs Doubtfire. You just have to.",0
1500,Who could resist that little face?,0
1501, I promise.,0
1502, Thank you!,0
1503, Thank you.,0
1504," Thank you, dear.",0
1505, Oh! Are you all right?,0
1506, I'm fine.,0
1507,Let's see. Nothing.,0
1508,  Anything in May?,0
1509, Not a thing.,0
1510,It doesn't look good.,0
1511,I'm sorry. Mr Lundy is completely booked for the next two months.,0
1512," I'll meet him any time, anywhere.",0
1513, Sorry. There's nothing I can do.,0
1514,Please. I can't cancel.,0
1515,It's a huge opportunity.,0
1516,Take my advice: don't cancel.,0
1517,Thank you.,0
1518,"  Come along, Nattie.",0
1519," Hello, darling!",0
1520, Shouldn't you cover your shoulders?,0
1521, No! I'm fine.,0
1522," Good evening, Mr Lundy.",0
1523, Good evening.,0
1524,"Oh, God. Here we go.",0
1525," Mrs Doubtfire, you look wonderful.",0
1526, Thank you.,0
1527,Come on. I hope you're all hungry.,0
1528," Good evening, Mr Lundy.",0
1529, I'm meeting someone. Is he here?,0
1530,"No, I'm sorry. He hasn't arrived yet.",0
1531,But we can seat you.,0
1532,Smoking or nonsmoking?,0
1533," Nonsmoking, please.",0
1534, Nonsmoking.,0
1535, Tanya will seat you. Table 15.,0
1536," This way, please.",0
1537, Reservation. Dunmeyer.,0
1538," Yes, sir.",0
1539, Smoking or nonsmoking?,0
1540, Nonsmoking.,0
1541, Smoking!,0
1542," Mrs Doubtfire, you don't smoke.",0
1543,"No, I don't. But I did.",0
1544,I found the best way to keep from smoking again is to be around those who do smoke.,0
1545,I have to randomly ingest just a little bit of nicotine and it steels my wool.,0
1546,And I know you're Mr Health. Bless you for putting yourself in harm's way.,0
1547, Smoking.,0
1548, All right. Table 39.,0
1549," Follow me, please.",0
1550, 39! My age! You're a saint.,0
1551,Thank you very much for humouring an old lady.,0
1552,  He's pissed already.,0
1553, Mrs Doubtfire?,0
1554, Would you. like to join us?,0
1555, Ooh. I thought I saw Clint Eastwood.,0
1556,That would make my day!,0
1557,He is such a stud-muffin.,0
1558,"Will you excuse me, dear?",0
1559,I have to check my wrap.,0
1560," Oh, I can do it for you.",0
1561," Oh, no, please. I'm quite capable of.",0
1562,"All right, dear. There you go.",0
1563," Oh, and your bag too, ma'am.",0
1564, Drop it!,0
1565,"Oh, I'm very sorry, dear. It's my medicine.",0
1566, I have to go take my medicine now.,0
1567, We have water at the table.,0
1568,"I can't take it orally, dear. I'll be right back.",0
1569,  Would you like something to drink?,0
1570," Oh, yes. A good stiff Chardonnay.",0
1571,I like 'em light and woody.,0
1572, Hello. Bridges Restaurant. May I help you?,0
1573, Yes. My name is Daniel Hillard.,0
1574,"Mr Lundy is expecting me for dinner. Will you tell him I'm running late, but I'm on my way?",0
1575," I'll deliver the message personally, sir.",0
1576, Thank you.,0
1577,Oh!,0
1578,"Oh, Stu!",0
1579, Wow!,0
1580, It's beautiful.,0
1581,It's gorgeous! Thank you!,0
1582,Oooh! Did I miss anything?,0
1583,"Well, yes. Look. This is the gift that Stu gave me for my birthday.",0
1584,Ohhhh!,0
1585, Isn't it gorgeous!,0
1586, Is it real?,0
1587,"It is very real, Mrs Doubtfire.",0
1588,You can either wear that or feed a small country. That's so nice. So decadent.,0
1589,"Mommy, I need to go.",0
1590," Mrs Doubtfire, would you take her?",0
1591, No. You.,0
1592," She wants you, dear.",0
1593, Well. I'll be right back.,0
1594,OK.,0
1595,"Yes, well.",0
1596,"Children, look at that lovely dessert tray over there.",0
1597,Why don't you go over and pick what you'd like now so they could reserve it?,0
1598, We'll be back.,0
1599, All right.,0
1600,That's a pretty impressive bauble you got her.,0
1601,"Oh, thank you. Thank you.",0
1602,"A fella gives a gift like that, he wants more than a piece of her heart, eh?",0
1603,"Bit of a going-down payment, huh?",0
1604, Excuse me?,0
1605," You know, dear. Sink the sub.",0
1606,Hide the weasel? Park the porpoise?,0
1607,Bit of the old humpty dumpty?,0
1608,"Oh, dear. I'm sorry.",0
1609,Am I being a little graphic? Sorry.,0
1610, I hope you're up for a little competition.,0
1611, I beg your pardon?,0
1612,"She's got a power tool in the bedroom, dear.",0
1613,It's her personal jackhammer.,0
1614,She uses it and the lights dim.,0
1615,It's like a prison movie.,0
1616,Amazed she hasn't chipped her teeth. Ooh!,0
1617,I hope you bring cocktail sauce.,0
1618,She's got crabs.,1
1619,And I don't mean Dungeness.,0
1620,"I'm being blunt as a spoon, aren't I?",0
1621,Forgive me. Oh.!,0
1622,"It's the wine. Oh, gosh!",0
1623,Be back in a flash. All right? My tiny bladder.,0
1624, Mrs Doubtfire!,0
1625, What?,0
1626, You're going into the men's room.,0
1627," No! Oh, so it is!",0
1628,"I do need new glasses, dear. Sorry!",0
1629,Hello!,0
1630,Aagh!,0
1631,Jesus! God!,0
1632, Excuse me. May I have a menu?,0
1633, Of course.,0
1634, What's France like?,0
1635,  Very beautiful.,0
1636,Thank you very much.,0
1637, Mr Lundy.,0
1638," Oh, hi.",0
1639, Sorry I'm late. Did you get my message?,0
1640, Yes. Sit down.,0
1641, How about a drink?,0
1642, Sure. I'll have what he's having.,0
1643,Double Chivas on the rocks.,0
1644,Bring him two doubles so he can catch up.,0
1645," A Scotch drinker, huh? That's my kinda guy!",0
1646," Gentlemen, start your engines.",0
1647," OK, everybody. Are we ready to order?",0
1648," Yes, I believe we are. Children, fire away.",0
1649,Shouldn't we wait for Mrs Doubtfire?,0
1650,Yes.,0
1651,OK.,0
1652, Ah!,0
1653, Ah!,0
1654, Ahaha!,0
1655, Ahaha!,0
1656,  How are we doin'?,0
1657," No, no.",1
1658,"Oh, yes. Come on.",0
1659,All right.,0
1660,Now.,0
1661,What can you do to help the ratings on the kid show?,0
1662,Bottom line: don't patronise kids.,0
1663,They're little people.,1
1664,You gotta personalise it. Make it fun.,0
1665,"If it's something you'd enjoy, they'd enjoy it.",0
1666, That's what I'm interested in.,0
1667, Bingo!,0
1668,"Well, I wonder what's happened to Mrs Doubtfire.",0
1669, We could cross over to the news.,0
1670, Would you excuse me for a moment?,0
1671,But.,0
1672," May I help you, ma'am?",0
1673," Yes, dear. Thank you very much.",0
1674,"Oh! Oh, my goodness!",0
1675,I'm so sorry! It's my fault.,0
1676, Forgive me. Excuse me.,0
1677, I'm all right. There we go.,0
1678,"Thank you. Oh, let's see here!",0
1679," May I take your order, ma'am?",0
1680," Oh, yes.",0
1681,Wooh!,0
1682,Let's see. I'll have the.,1
1683,.poached salmon.,0
1684," And you, sir?",0
1685, I'll have the jambalaya.,0
1686, Make mine not spicy. I'm allergic to pepper.,0
1687," Certainly, sir.",0
1688,Thank you. Cheers. Your health.,0
1689,Oop.,0
1690,"Oh, my God.",0
1691, So sorry about that.,0
1692,Just one moment.,0
1693,Carpe dentum  seize the teeth.,1
1694,Let me assist you.,0
1695,"A spoon. Oh, how clever. Wait. I've got it.",0
1696,"Wait. There, there. Make a pincer.",1
1697,Come at it from both sides.,1
1698,"Together - up, up, up.",0
1699,Oh. Oh! Thank you. There it is.,0
1700,"Just shake them off, like a dog.",1
1701,"Sorry. Oh, forgive me.",0
1702, That's all right.,0
1703, Sorry about my spray.,0
1704,I'll be right back. I just have to re-attach them with a little adhesive.,0
1705," Tell him to puré'e the salmon, if you will.",1
1706, Puré'e the salmon.,1
1707,Thank you. Sorry about that.,0
1708,"Oh, that one.",0
1709,Oh. I didn't know there was someone else in here. Sorry.,0
1710,"Damn it! Oh, there it is. Urgh!",0
1711,Excuse me.,0
1712, Where the hell have you been?,0
1713,I ordered you another Scotch.,0
1714, Bully!,0
1715,   Daniel?,0
1716, Hm?,0
1717,Are you wearing ladies' perfume?,0
1718,"Yes, I am.",0
1719,Are you wearing lipstick?,0
1720,Yeah.,0
1721,Why?,0
1722, It rubbed off.,0
1723, From whom?,0
1724,A girl I used to date. She's a waitress.,0
1725, A waitress? Here?,0
1726," Oh, yeah.",0
1727,On the way to the bathroom.,0
1728,Couldn't keep her hands off me.,0
1729, You dog!,0
1730, You scallywag!,0
1731,"Hey, hey.",0
1732,I got the stretch outside.,0
1733,Does your girlfriend have a girlfriend?,0
1734," Hey, it's the '90s.",0
1735," No, no! I mean.",0
1736,Does she have a lady friend for me?,0
1737, Go ahead. Ask her.,0
1738, I'll go ask her.,0
1739,"Go on. Come on, go get 'em!",1
1740,"Hey, Dan! Dan!",0
1741,I need my order for table 39!,0
1742, Relax. I'll be out in a minute.,0
1743, Thank you! Great.,0
1744,39.,0
1745,Table 39!,0
1746,Hot jambalaya!,0
1747," Can I help you, ma'am?",0
1748, Sorry I'm late.,0
1749,But after all those Scotches I had to piss like a racehorse.,0
1750, Daniel?,0
1751, Yeah.,0
1752,Why in God's name are you dressed like a woman?,0
1753,"Oh, damn.",0
1754,Well.,0
1755,I'd like you to meet the host of your new show.,0
1756,Host?,0
1757,"Euphegenia Doubtfire, dear. I specialise in the education and entertainment of children.",0
1758,Surprise!,0
1759,"Oh, thank you very much.",0
1760, This looks terrific.,0
1761, Where's Mrs Doubtfire?,0
1762,"Well, I hope the dear lady's all right.",0
1763, Shall we start?,0
1764, Yes. Let's start. I don't want it to get cold.,0
1765,Bon appétit.,0
1766,Tell me. Why would Mrs Doubtfire be a good host?,0
1767," I'm a hip old granny who could hip-hop, bebop, dance till ya drop,.",1
1768,".and yo, yo, make a wicked cup of cocoa.",0
1769,Stu? Stu.,0
1770,"Oh, he's choking. He's choking!",0
1771,Help us! Somebody help!,0
1772,He's choking! Help us!,0
1773,"Oh, God! Oh, God!",0
1774, He's choking here! Call 911!,0
1775," Oh, no. I killed the bastard.",0
1776, Mrs Doubtfire! Help us! He's choking!,0
1777," Help is on the way, dear!",0
1778, Mrs Doubtfire!,0
1779, Help is on the way!,0
1780," Mrs Doubtfire, he's choking!",0
1781," Hold on, dear.",0
1782,"One more time, dear. Work with me!",0
1783,Come on! Come on!,0
1784,Come on!,0
1785,Aaarghhh!,0
1786,I'm all right.,0
1787,  Are you all right?,0
1788, Yes.,0
1789,Almost lost ya.,0
1790,"Oh, Dad.",0
1791,"Oh, my.",0
1792,Daddy?,0
1793,"Yeah, honey. It's me.",0
1794, Happy birthday.,0
1795,  Daniel.,0
1796,"Daniel! Oh, my God!",0
1797,"Oh, my God! Oh, my God!",0
1798,The whole time. The whole time.,0
1799, The whole time?,0
1800," I'm sorry, Miranda. Please?",0
1801,Don't talk to me! Don't touch me!,0
1802,Don't touch me!,0
1803,I have to go. We have to leave now.,0
1804,I have to leave!,0
1805,We have to leave now!,0
1806,I have to go! We're going.,0
1807, You guys go.,0
1808," I'm sorry, Dad.",0
1809,Bye.,0
1810,Sorry about the pepper. I was.,0
1811,What are you lookin' at? Show's over.,0
1812," Miss Robeson, do you have any closing remarks?",0
1813,"Nothing further, Your Honour.",0
1814,"Mr Hillard, since you've determined to act as your own attorney,.",0
1815,.you are entitled to make a closing statement at this time.,0
1816,"Your Honour, in the past two months, I've secured a residence, refurbished it.",0
1817,".and made it ""an environment fit for children"". Those are your words.",0
1818,I'm also holding down ajob as a shipping clerk. So I believe I met your requirements.,0
1819,Ahead of schedule.,0
1820,In regards to my behaviour.,0
1821,.I can only plead insanity.,0
1822,"Because, ever since my children were born,.",0
1823,".the moment I looked at them, I was crazy about them.",0
1824,"Once I held them, I was hooked.",0
1825,"I'm addicted to my children, sir.",0
1826,I love them with all my heart.,0
1827,"And the idea of someone telling me I can't be with them, I can't see them every day.",0
1828,It's like someone saying I can't have air.,0
1829,"I can't live without air, and I can't live without them.",0
1830,"Listen, I would do anything. I just want to be with them. I know I need that, sir.",0
1831,We have a history.,0
1832,And I just. They mean everything to me.,0
1833,And they need me as much as I need them.,0
1834,"So, please,.",0
1835,.don't take my kids away from me.,0
1836,Thank you.,0
1837,Mr Hillard.,0
1838,You've been able to fool a lot of people into believing that you're a 60-year-old woman.,0
1839,No easy task.,0
1840,And your little speech seemed to be.,0
1841,very heartfelt and genuine.,0
1842,But I believe it to be a terrific performance by a very gifted actor. Nothing more.,0
1843, No. It's not that.,0
1844," The reality, Mr Hillard,.",0
1845,.is that your lifestyle over the past month has been very unorthodox.,0
1846,And I refuse to further subject three innocent children.,0
1847,.to your peculiar and potentially harmful behaviour.,0
1848,It is this court's decision to award full custody to Mrs Hillard.,0
1849,"Oh, God, no.",0
1850,You will have supervised visitation rights every Saturday.,0
1851,"Supervised, sir?",0
1852,A court liaison will accompany you when you spend time with the children.,0
1853,I am suggesting a period of psychological testing and perhaps treatment for you.,0
1854,We will re-examine this case one year from now.,0
1855,Thank you. Court is adjourned.,0
1856,I don't do laundry.,0
1857,I don't do windows. I don't do carpets.,1
1858,I don't do bathtubs. I don't do toilets.,0
1859,And I don't do diapers.,0
1860,My children have been potty-trained for some time.,0
1861,"Well, I don't do washing.",1
1862,I don't do basements.,0
1863,I don't do dinners. I don't do reading.,0
1864,Ah.,0
1865,"Yes. Well, we have your number.",0
1866,Thank you so much for coming.,0
1867, We'll be getting back to you.,0
1868, Thank you.,0
1869,I'll show you to the door.,0
1870,"Yes, here we are. Please.",0
1871,"Laura, that shipment has been delayed three times.",0
1872,"Yes, but.",0
1873,"Laura, I'm not gonna wait another six months for it.",0
1874,You do that. Call me back.,0
1875,"Oh, guys, please don't be so depressed.",0
1876,Everything's gonna be all right.,0
1877, I miss her spaghetti.,0
1878, I miss herjokes.,0
1879,I miss her stories.,0
1880,Don't worry. We will find someone.,0
1881,There are plenty of people out there.,0
1882,Nobody like her.,0
1883,All right. I admit things were a lot nicer when she was around.,0
1884,"The house was so warm and cosy, the beds were always made, and the dinner was.",0
1885,She isn't real! We have to stop referring to her as if she were a real person.,0
1886," Hello, my dears!",0
1887,We have a wonderful show today.,0
1888,"We have Mr Van Zandt from the Sierra Club,.",0
1889,.and he's going to bring some animals that are endangered species.,0
1890," Do you know what that means, poppets?",0
1891," Did you say ""puppet""?",1
1892,"Oh, no, dear! It's Kovacs! Welcome, Kovacs!",0
1893,"Hi, guys. Did you say ""extinction""?",0
1894,Does something stink?,0
1895,It's not something smelling bad. Extinction means there's no more of a particular animal.,0
1896," Oh, my God.",0
1897, Doesn't that make you a little mad?,0
1898, Very mad!,0
1899, Tell people about it.,0
1900,"I'm mad! You know why? Because next, it's the chimps! There are fewer chimps.",1
1901,Doesn't it make you mad that humans play your parts in movies?,0
1902,"Ooh! ""Planet of the Apes"": who gets the role?",0
1903,Roddy McDowall! I'd be better than that!,0
1904, I'd be better than Charlton Heston!,0
1905," And your rug is better, too.",0
1906,You could fly to Persia on that rug.,0
1907, Shall we tell them where we'll be tomorrow?,0
1908, Yeah. They wanna know.,0
1909,"Tomorrow, poppets, we're taking a wonderful trip.",0
1910,But you don't have to pack because we're going in our mind.,0
1911,We're going across the Atlantic Ocean.,0
1912,".to England, where I came from.",0
1913, You came from England?,0
1914, It's a wonderful country.,0
1915, Do you know about England?,0
1916, It's an island.,0
1917,"It's an island, dear. A glorious one.",0
1918, They have a queen and a royal family.,0
1919, Oh! Just like a poker game!,0
1920, It's a full house.,0
1921, Some cards don't live at home any more.,1
1922,Thanks to mobile phones.,0
1923,Do you know what language they speak in England?,0
1924, Pakistani?,0
1925, That's right. In many stores they do.,0
1926,"But we'll get into that tomorrow, boys and girls.",0
1927," You owe me a kiss, Kovacs.",0
1928, I'm gonna give you two.,0
1929," All right, dear.",0
1930, Here's one on the cheek.,0
1931, .and here's a monkey bite!,1
1932," Aaarghhh! Oh, you wicked, wicked monkey!",0
1933,"Well, that's all for today. Bye-bye.",0
1934,Cut!,0
1935,"That's a wrap, folks! Thank you very much.",0
1936,We're a smash! Number one in our time slot!,0
1937,"Yes! Calls from Detroit, Cleveland, Chicago, Los Angeles.",0
1938, All with offers to syndicate.,0
1939, Hollywood!,0
1940, Daniel?,0
1941,   Daniel?,0
1942, Yes?,0
1943, Miranda.,0
1944, Could I talk to you?,0
1945,Yeah.,0
1946,I'll be right out. Just wait here.,0
1947,Welcome to Euphegenia's house.,0
1948,A little draughty but. you know. It's nice.,0
1949,What can I do for you?,0
1950,"First of all, congratulations on the show.",0
1951,Thanks. You got to see the dress rehearsal.,0
1952,We've. The kids.,0
1953,We've been watching every day.,0
1954,It's nice to know they can see me every day.,0
1955,"Look, Daniel. I know it's gonna take a long time to get over all the fights and.",0
1956,.all the horrible things we said to each other.,0
1957,It's. It's so hard.,0
1958,But I know somehow you and I will be all right and we'll get through this.,0
1959,But the kids.,0
1960,I don't wanna hurt our children.,0
1961,So what do you want me to do?,0
1962,You want me to pretend everything's all right? Put on a happy face? Smile?,0
1963,"Jesus, Miranda.",0
1964,You took my children away from me.,0
1965,I can only see them now with supervision.,0
1966,Some woman watches me with the kids like I'm some sort of deviant.,1
1967,"If I try to hug 'em, she wonders why.",0
1968,You know what that's like?,0
1969,You just sat there in that courtroom and let that judge pass that despicable sentence.,0
1970, I was angry.,0
1971," Oh, God.",0
1972," You hurt me, too!",0
1973, You ripped my heart out!,0
1974,"You lied. Uh, you know what?",0
1975,I don't wanna do this any more.,0
1976,"I don't wanna do any more ""who did what to whom"".",0
1977,"Ever since this happened, I've been trying to make sense out of it.",0
1978,And the only thing I know in my heart is that the children were happier.,0
1979,.when Mrs Doubtfire was a part of their lives.,0
1980,Yeah?,0
1981,She. She brought out the best in them.,0
1982, She brought out the best in you.,0
1983, And you.,0
1984,Yeah.,0
1985,They miss her terribly.,0
1986, What are you saying?,0
1987," Daniel, the kids need you.",0
1988,I need them.,0
1989,"Well, tomorrow we'll have Frank, who is a make-up artist.",0
1990,   Oh! A big knock at the door.,0
1991,Who could that be?,0
1992,And do we have enough time?,0
1993,"Mr Sprinkles, boys and girls!",0
1994,Hello! What do you have for me today?,0
1995," Mrs Doubtflier, I've got a letter from Katie.",0
1996,  It's the new baby-sitter.,0
1997,"Come on, guys! Get up! Let's go!",0
1998,Come on.,0
1999,It's gonna be all right.,0
2000,"Chris, wait right over there. Everybody.",0
2001,Daddy!,0
2002,Hi.,0
2003, What's goin' on?,0
2004, I'm here to pick you up.,0
2005,Your dad's gonna take you for a few hours every day after school.,0
2006,Really?,0
2007,What about the courts? That legal stuff.,0
2008, Ask your mom.,0
2009, I took care of it.,0
2010,No more supervised visits.,0
2011,No more court liaison.,0
2012, Just us?,0
2013, Just us.,0
2014,Go get Mr Bear.,0
2015, Go get your stuff. Hurry up.,0
