,Epoch,Step,Loss,learning_rate,num_epochs,batch_size,num_classes,test_size,train_size,seed,train_class_distribution_class_1 (0),train_class_distribution_class_2 (1),test_class_distribution_class_1 (0),test_class_distribution_class_2 (1)
0,1,10,1.0271778106689453,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
1,1,20,0.7659841775894165,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
2,1,30,0.6596606969833374,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
3,1,40,0.6313905715942383,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
4,1,50,0.7202154397964478,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
5,1,60,0.6616071462631226,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
6,1,70,0.576271653175354,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
7,1,80,0.7058399319648743,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
8,1,90,0.49564769864082336,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
9,1,100,0.39631497859954834,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
10,1,110,0.5301603674888611,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
11,1,120,0.6125898957252502,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
12,1,130,0.4614051282405853,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
13,1,140,0.354846328496933,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
14,1,150,0.4790092408657074,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
15,1,160,0.5292823314666748,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
16,1,170,0.6047987937927246,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
17,1,180,0.40782251954078674,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
18,1,190,0.5596144199371338,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
19,1,200,0.6101585626602173,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
20,1,210,0.40040087699890137,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
21,1,220,0.22779233753681183,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
22,1,230,0.20511284470558167,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
23,1,240,0.4298214316368103,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
24,1,250,0.5449585914611816,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
25,1,260,0.3392044007778168,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
26,1,270,0.38851580023765564,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
27,1,280,0.2907507121562958,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
28,1,290,0.3238491117954254,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
29,1,300,0.4763084352016449,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
30,1,310,0.2757076621055603,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
31,1,320,0.19508257508277893,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
32,1,330,0.36802107095718384,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
33,1,340,0.24721403419971466,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
34,1,350,0.2675688564777374,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
35,1,360,0.5343754887580872,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
36,1,370,0.23393170535564423,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
37,1,380,0.4781404733657837,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
38,1,390,0.16260097920894623,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
39,1,400,0.535209059715271,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
40,1,410,0.27358829975128174,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
41,1,420,0.5405499935150146,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
42,1,430,0.3775980770587921,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
43,1,440,0.4237065315246582,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
44,1,450,0.3635207712650299,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
45,1,460,0.204890638589859,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
46,1,470,0.19266706705093384,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
47,1,480,0.2109084576368332,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
48,1,490,0.37101075053215027,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
49,1,500,0.44611087441444397,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
50,1,510,0.26413676142692566,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
51,1,520,0.09785575419664383,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
52,1,530,0.2387385368347168,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
53,1,540,0.3568595051765442,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
54,1,550,0.6301687359809875,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
55,1,560,0.18686282634735107,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
56,1,570,0.4663536548614502,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
57,1,580,0.280186265707016,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
58,1,590,0.11915796995162964,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
59,1,600,0.2883475720882416,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
60,1,610,0.2063041627407074,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
61,2,10,0.5748323202133179,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
62,2,20,0.19128502905368805,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
63,2,30,0.15824680030345917,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
64,2,40,0.32143306732177734,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
65,2,50,0.16234812140464783,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
66,2,60,0.1806410253047943,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
67,2,70,0.3437698483467102,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
68,2,80,0.4090900123119354,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
69,2,90,0.3939129114151001,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
70,2,100,0.14694616198539734,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
71,2,110,0.1784473955631256,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
72,2,120,0.3166791796684265,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
73,2,130,0.28855180740356445,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
74,2,140,0.07116614282131195,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
75,2,150,0.25444546341896057,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
76,2,160,0.15416884422302246,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
77,2,170,0.2759672999382019,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
78,2,180,0.09755652397871017,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
79,2,190,0.30324840545654297,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
80,2,200,0.4242000877857208,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
81,2,210,0.2056431621313095,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
82,2,220,0.0876355841755867,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
83,2,230,0.09804215282201767,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
84,2,240,0.18668700754642487,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
85,2,250,0.22199898958206177,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
86,2,260,0.14788293838500977,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
87,2,270,0.17428694665431976,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
88,2,280,0.26798567175865173,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
89,2,290,0.09214997291564941,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
90,2,300,0.1996285766363144,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
91,2,310,0.11727098375558853,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
92,2,320,0.07341925799846649,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
93,2,330,0.170674130320549,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
94,2,340,0.09678903967142105,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
95,2,350,0.04646634683012962,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
96,2,360,0.2452731728553772,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
97,2,370,0.13952432572841644,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
98,2,380,0.24146674573421478,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
99,2,390,0.08239756524562836,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
100,2,400,0.25541502237319946,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
101,2,410,0.09906002879142761,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
102,2,420,0.3250347375869751,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
103,2,430,0.20789992809295654,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
104,2,440,0.09821554273366928,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
105,2,450,0.09359468519687653,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
106,2,460,0.06688730418682098,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
107,2,470,0.06558553129434586,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
108,2,480,0.051614128053188324,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
109,2,490,0.11096029728651047,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
110,2,500,0.382729172706604,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
111,2,510,0.07595929503440857,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
112,2,520,0.020358646288514137,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
113,2,530,0.05315328761935234,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
114,2,540,0.1868515908718109,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
115,2,550,0.3282003402709961,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
116,2,560,0.11566763371229172,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
117,2,570,0.10882057994604111,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
118,2,580,0.2805425226688385,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
119,2,590,0.02842598967254162,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
120,2,600,0.05549193173646927,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
121,2,610,0.0368378609418869,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
122,3,10,0.41629788279533386,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
123,3,20,0.06301967799663544,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
124,3,30,0.060464031994342804,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
125,3,40,0.18815314769744873,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
126,3,50,0.06736361980438232,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
127,3,60,0.0670686885714531,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
128,3,70,0.14191652834415436,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
129,3,80,0.2434009313583374,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
130,3,90,0.3226151764392853,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
131,3,100,0.07483301311731339,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
132,3,110,0.06484219431877136,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
133,3,120,0.16156554222106934,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
134,3,130,0.1554185003042221,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
135,3,140,0.02391592040657997,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
136,3,150,0.06077086925506592,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
137,3,160,0.08625996857881546,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
138,3,170,0.12219002842903137,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
139,3,180,0.022374799475073814,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
140,3,190,0.03170664608478546,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
141,3,200,0.3596741855144501,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
142,3,210,0.13752305507659912,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
143,3,220,0.027657782658934593,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
144,3,230,0.09575144946575165,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
145,3,240,0.10666634887456894,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
146,3,250,0.03830668702721596,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
147,3,260,0.08115396648645401,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
148,3,270,0.021969599649310112,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
149,3,280,0.0978754311800003,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
150,3,290,0.0648408755660057,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
151,3,300,0.060641828924417496,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
152,3,310,0.03616948798298836,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
153,3,320,0.027890579774975777,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
154,3,330,0.044636573642492294,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
155,3,340,0.03562086448073387,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
156,3,350,0.017855674028396606,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
157,3,360,0.04101460427045822,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
158,3,370,0.0600816011428833,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
159,3,380,0.027362335473299026,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
160,3,390,0.03352538123726845,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
161,3,400,0.05875125154852867,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
162,3,410,0.05244550481438637,0.001,8,32,3,4957,19825,11,0.05679697351828499,0.7739722572509458,0.06132741577567077,0.7758725035303611
